date,store_id,product_id,promotion_id,qty,revenue
2025-01-01,S004,P011,PROMO00,25,1477.0
2025-01-01,S005,P011,PROMO00,22,1299.76
2025-01-01,S001,P012,PROMO00,23,1424.16
2025-01-01,S002,P012,PROMO00,20,1238.4
2025-01-01,S003,P012,PROMO00,11,681.12
2025-01-01,S004,P012,PROMO00,13,804.96
2025-01-01,S005,P012,PROMO00,10,619.2
2025-01-01,S001,P013,PROMO00,35,3157.0
2025-01-01,S002,P013,PROMO00,34,3066.8
2025-01-01,S003,P013,PROMO00,14,1262.8
2025-01-01,S004,P013,PROMO00,17,1533.4
2025-01-01,S005,P013,PROMO00,15,1353.0
2025-01-01,S001,P014,PROMO00,99,2992.77
2025-01-01,S002,P014,PROMO00,81,2448.63
2025-01-01,S003,P014,PROMO00,42,1269.66
2025-01-01,S004,P014,PROMO00,37,1118.51
2025-01-01,S005,P014,PROMO00,40,1209.2
2025-01-01,S001,P015,PROMO00,68,1414.4
2025-01-01,S002,P015,PROMO00,66,1372.8
2025-01-01,S003,P015,PROMO00,30,624.0
2025-01-01,S004,P015,PROMO00,32,665.6
2025-01-01,S005,P015,PROMO00,25,520.0
2025-01-02,S001,P001,PROMO00,69,1206.81
2025-01-02,S002,P001,PROMO00,68,1189.32
2025-01-02,S003,P001,PROMO00,33,577.17
2025-01-02,S004,P001,PROMO00,34,594.66
2025-01-02,S005,P001,PROMO00,35,612.15
2025-01-02,S001,P002,PROMO00,131,3227.84
2025-01-02,S002,P002,PROMO00,156,3843.84
2025-01-02,S003,P002,PROMO00,82,2020.48
2025-01-02,S004,P002,PROMO00,74,1823.36
2025-01-02,S005,P002,PROMO00,70,1724.8
2025-01-02,S001,P003,PROMO00,101,2215.94
2025-01-02,S002,P003,PROMO00,74,1623.56
2025-01-02,S003,P003,PROMO00,43,943.42
2025-01-02,S004,P003,PROMO00,48,1053.12
2025-01-02,S005,P003,PROMO00,45,987.3
2025-01-02,S001,P004,PROMO00,141,3245.82
2025-01-02,S002,P004,PROMO00,119,2739.38
2025-01-02,S003,P004,PROMO00,89,2048.78
2025-01-02,S004,P004,PROMO00,62,1427.24
2025-01-02,S005,P004,PROMO00,56,1289.12
2025-01-02,S001,P005,PROMO00,90,2209.5
2025-01-02,S002,P005,PROMO00,88,2160.4
2025-01-02,S003,P005,PROMO00,50,1227.5
2025-01-02,S004,P005,PROMO00,45,1104.75
2025-01-02,S005,P005,PROMO00,37,908.35
2025-01-02,S001,P006,PROMO00,125,1648.75
2025-01-02,S002,P006,PROMO00,132,1741.08
2025-01-02,S003,P006,PROMO00,61,804.59
2025-01-02,S004,P006,PROMO00,76,1002.44
2025-01-02,S005,P006,PROMO00,72,949.68
2025-01-02,S001,P007,PROMO00,96,2388.48
2025-01-02,S002,P007,PROMO00,107,2662.16
2025-01-02,S003,P007,PROMO00,44,1094.72
2025-01-02,S004,P007,PROMO00,51,1268.88
2025-01-02,S005,P007,PROMO00,39,970.32
2025-01-02,S001,P008,PROMO00,77,1121.12
2025-01-02,S002,P008,PROMO00,84,1223.04
2025-01-02,S003,P008,PROMO00,38,553.28
2025-01-02,S004,P008,PROMO00,46,669.76
2025-01-02,S005,P008,PROMO00,37,538.72
2025-01-02,S001,P009,PROMO00,51,1287.75
2025-01-02,S002,P009,PROMO00,52,1313.0
2025-01-02,S003,P009,PROMO00,30,757.5
2025-01-02,S004,P009,PROMO00,28,707.0
2025-01-02,S005,P009,PROMO00,31,782.75
2025-01-02,S001,P010,PROMO00,56,1970.64
2025-01-02,S002,P010,PROMO00,60,2111.4
2025-01-02,S003,P010,PROMO00,34,1196.46
2025-01-02,S004,P010,PROMO00,32,1126.08
2025-01-02,S005,P010,PROMO00,32,1126.08
2025-01-02,S001,P011,PROMO00,38,2245.04
2025-01-02,S002,P011,PROMO00,36,2126.88
2025-01-02,S003,P011,PROMO00,20,1181.6
2025-01-02,S004,P011,PROMO00,22,1299.76
2025-01-02,S005,P011,PROMO00,18,1063.44
2025-01-02,S001,P012,PROMO00,24,1486.08
2025-01-02,S002,P012,PROMO00,19,1176.48
2025-01-02,S003,P012,PROMO00,9,557.28
2025-01-02,S004,P012,PROMO00,11,681.12
2025-01-02,S005,P012,PROMO00,9,557.28
2025-01-02,S001,P013,PROMO00,23,2074.6
2025-01-02,S002,P013,PROMO00,24,2164.8
2025-01-02,S003,P013,PROMO00,15,1353.0
2025-01-02,S004,P013,PROMO00,14,1262.8
2025-01-02,S005,P013,PROMO00,13,1172.6
2025-01-02,S001,P014,PROMO00,83,2509.09
2025-01-02,S002,P014,PROMO00,66,1995.18
2025-01-02,S003,P014,PROMO00,38,1148.74
2025-01-02,S004,P014,PROMO00,40,1209.2
2025-01-02,S005,P014,PROMO00,37,1118.51
2025-01-02,S001,P015,PROMO00,50,1040.0
2025-01-02,S002,P015,PROMO00,48,998.4
2025-01-02,S003,P015,PROMO00,27,561.6
2025-01-02,S004,P015,PROMO00,22,457.6
2025-01-02,S005,P015,PROMO00,23,478.4
2025-01-03,S001,P001,PROMO00,87,1521.63
2025-01-03,S002,P001,PROMO00,80,1399.2
2025-01-03,S003,P001,PROMO00,44,769.56
2025-01-03,S004,P001,PROMO00,48,839.52
2025-01-03,S005,P001,PROMO00,38,664.62
2025-01-03,S001,P002,PROMO00,185,4558.4
2025-01-03,S002,P002,PROMO00,169,4164.16
2025-01-03,S003,P002,PROMO00,116,2858.24
2025-01-03,S004,P002,PROMO00,89,2192.96
2025-01-03,S005,P002,PROMO00,96,2365.44
2025-01-03,S001,P003,PROMO00,112,2457.28
2025-01-03,S002,P003,PROMO00,108,2369.52
2025-01-03,S003,P003,PROMO00,64,1404.16
2025-01-03,S004,P003,PROMO00,56,1228.64
2025-01-03,S005,P003,PROMO00,59,1294.46
2025-01-03,S001,P004,PROMO00,169,3890.38
2025-01-03,S002,P004,PROMO00,162,3729.24
2025-01-03,S003,P004,PROMO00,85,1956.7
2025-01-03,S004,P004,PROMO00,78,1795.56
2025-01-03,S005,P004,PROMO00,93,2140.86
2025-01-03,S001,P005,PROMO00,101,2479.55
2025-01-03,S002,P005,PROMO00,102,2504.1
2025-01-03,S003,P005,PROMO00,52,1276.6
2025-01-03,S004,P005,PROMO00,57,1399.35
2025-01-03,S005,P005,PROMO00,55,1350.25
2025-01-03,S001,P006,PROMO00,148,1952.12
2025-01-03,S002,P006,PROMO00,164,2163.16
2025-01-03,S003,P006,PROMO00,95,1253.05
2025-01-03,S004,P006,PROMO00,105,1384.95
2025-01-03,S005,P006,PROMO00,90,1187.1
2025-01-03,S001,P007,PROMO00,129,3209.52
2025-01-03,S002,P007,PROMO00,91,2264.08
2025-01-03,S003,P007,PROMO00,70,1741.6
2025-01-03,S004,P007,PROMO00,70,1741.6
2025-01-03,S005,P007,PROMO00,57,1418.16
2025-01-03,S001,P008,PROMO00,90,1310.4
2025-01-03,S002,P008,PROMO00,87,1266.72
2025-01-03,S003,P008,PROMO00,55,800.8
2025-01-03,S004,P008,PROMO00,45,655.2
2025-01-03,S005,P008,PROMO00,44,640.64
2025-01-03,S001,P009,PROMO00,71,1792.75
2025-01-03,S002,P009,PROMO00,68,1717.0
2025-01-03,S003,P009,PROMO00,39,984.75
2025-01-03,S004,P009,PROMO00,31,782.75
2025-01-03,S005,P009,PROMO00,27,681.75
2025-01-03,S001,P010,PROMO00,61,2146.59
2025-01-03,S002,P010,PROMO00,79,2780.01
2025-01-03,S003,P010,PROMO00,42,1477.98
2025-01-03,S004,P010,PROMO00,36,1266.84
2025-01-03,S005,P010,PROMO00,37,1302.03
2025-01-03,S001,P011,PROMO00,43,2540.44
2025-01-03,S002,P011,PROMO00,39,2304.12
2025-01-03,S003,P011,PROMO00,28,1654.24
2025-01-03,S004,P011,PROMO00,27,1595.16
2025-01-03,S005,P011,PROMO00,20,1181.6
2025-01-03,S001,P012,PROMO00,25,1548.0
2025-01-03,S002,P012,PROMO00,21,1300.32
2025-01-03,S003,P012,PROMO00,16,990.72
2025-01-03,S004,P012,PROMO00,12,743.04
2025-01-03,S005,P012,PROMO00,11,681.12
2025-01-03,S001,P013,PROMO00,26,2345.2
2025-01-03,S002,P013,PROMO00,33,2976.6
2025-01-03,S003,P013,PROMO00,18,1623.6
2025-01-03,S004,P013,PROMO00,18,1623.6
2025-01-03,S005,P013,PROMO00,18,1623.6
2025-01-03,S001,P014,PROMO00,106,3204.38
2025-01-03,S002,P014,PROMO00,77,2327.71
2025-01-03,S003,P014,PROMO00,53,1602.19
2025-01-03,S004,P014,PROMO00,48,1451.04
2025-01-03,S005,P014,PROMO00,46,1390.58
2025-01-03,S001,P015,PROMO00,66,1372.8
2025-01-03,S002,P015,PROMO00,63,1310.4
2025-01-03,S003,P015,PROMO00,42,873.6
2025-01-03,S004,P015,PROMO00,30,624.0
2025-01-03,S005,P015,PROMO00,32,665.6
2025-01-04,S001,P001,PROMO02,92,1422.43
2025-01-04,S002,P001,PROMO02,80,1236.89
2025-01-04,S003,P001,PROMO00,37,647.13
2025-01-04,S004,P001,PROMO02,45,695.75
2025-01-04,S005,P001,PROMO00,43,752.07
2025-01-04,S001,P002,PROMO00,188,4632.32
2025-01-04,S002,P002,PROMO02,178,3877.15
2025-01-04,S003,P002,PROMO02,98,2134.61
2025-01-04,S004,P002,PROMO02,86,1873.23
2025-01-04,S005,P002,PROMO00,82,2020.48
2025-01-04,S001,P003,PROMO00,81,1777.14
2025-01-04,S002,P003,PROMO00,105,2303.7
2025-01-04,S003,P003,PROMO00,61,1338.34
2025-01-04,S004,P003,PROMO00,51,1118.94
2025-01-04,S005,P003,PROMO02,53,1027.93
2025-01-04,S001,P004,PROMO00,151,3476.02
2025-01-04,S002,P004,PROMO00,146,3360.92
2025-01-04,S003,P004,PROMO00,96,2209.92
2025-01-04,S004,P004,PROMO00,68,1565.36
2025-01-04,S005,P004,PROMO00,68,1565.36
2025-01-04,S001,P005,PROMO02,178,3862.99
2025-01-04,S002,P005,PROMO00,117,2872.35
2025-01-04,S003,P005,PROMO00,80,1964.0
2025-01-04,S004,P005,PROMO00,80,1964.0
2025-01-04,S005,P005,PROMO02,81,1757.88
2025-01-04,S001,P006,PROMO00,274,3614.06
2025-01-04,S002,P006,PROMO00,266,3508.54
2025-01-04,S003,P006,PROMO02,134,1562.43
2025-01-04,S004,P006,PROMO00,108,1424.52
2025-01-04,S005,P006,PROMO02,129,1504.13
2025-01-04,S001,P007,PROMO00,177,4403.76
2025-01-04,S002,P007,PROMO00,164,4080.32
2025-01-04,S003,P007,PROMO02,79,1737.52
2025-01-04,S004,P007,PROMO00,84,2089.92
2025-01-04,S005,P007,PROMO00,77,1915.76
2025-01-04,S001,P008,PROMO00,135,1965.6
2025-01-04,S002,P008,PROMO02,147,1892.04
2025-01-04,S003,P008,PROMO00,65,946.4
2025-01-04,S004,P008,PROMO02,67,862.36
2025-01-04,S005,P008,PROMO00,64,931.84
2025-01-04,S001,P009,PROMO02,86,1919.61
2025-01-04,S002,P009,PROMO02,72,1607.11
2025-01-04,S003,P009,PROMO02,43,959.8
2025-01-04,S004,P009,PROMO00,34,858.5
2025-01-04,S005,P009,PROMO02,42,937.48
2025-01-04,S001,P010,PROMO02,88,2737.5
2025-01-04,S002,P010,PROMO00,74,2604.06
2025-01-04,S003,P010,PROMO00,43,1513.17
2025-01-04,S004,P010,PROMO02,53,1648.72
2025-01-04,S005,P010,PROMO02,42,1306.53
2025-01-04,S001,P011,PROMO00,52,3072.16
2025-01-04,S002,P011,PROMO00,56,3308.48
2025-01-04,S003,P011,PROMO00,32,1890.56
2025-01-04,S004,P011,PROMO02,34,1775.71
2025-01-04,S005,P011,PROMO00,22,1299.76
2025-01-04,S001,P012,PROMO00,33,2043.36
2025-01-04,S002,P012,PROMO02,34,1861.07
2025-01-04,S003,P012,PROMO02,18,985.27
2025-01-04,S004,P012,PROMO00,16,990.72
2025-01-04,S005,P012,PROMO02,14,766.32
2025-01-04,S001,P013,PROMO00,35,3157.0
2025-01-04,S002,P013,PROMO02,39,3109.74
2025-01-04,S003,P013,PROMO02,21,1674.47
2025-01-04,S004,P013,PROMO02,25,1993.42
2025-01-04,S005,P013,PROMO02,20,1594.74
2025-01-04,S001,P014,PROMO02,114,3046.46
2025-01-04,S002,P014,PROMO02,120,3206.8
2025-01-04,S003,P014,PROMO00,58,1753.34
2025-01-04,S004,P014,PROMO02,58,1549.95
2025-01-04,S005,P014,PROMO02,66,1763.74
2025-01-04,S001,P015,PROMO02,77,1415.81
2025-01-04,S002,P015,PROMO00,81,1684.8
2025-01-04,S003,P015,PROMO00,44,915.2
2025-01-04,S004,P015,PROMO02,41,753.88
2025-01-04,S005,P015,PROMO00,35,728.0
2025-01-05,S001,P001,PROMO00,96,1679.04
2025-01-05,S002,P001,PROMO02,94,1453.35
2025-01-05,S003,P001,PROMO02,55,850.36
2025-01-05,S004,P001,PROMO00,41,717.09
2025-01-05,S005,P001,PROMO02,48,742.14
2025-01-05,S001,P002,PROMO00,197,4854.08
2025-01-05,S002,P002,PROMO00,174,4287.36
2025-01-05,S003,P002,PROMO02,129,2809.85
2025-01-05,S004,P002,PROMO00,101,2488.64
2025-01-05,S005,P002,PROMO02,83,1807.89
2025-01-05,S001,P003,PROMO02,117,2269.21
2025-01-05,S002,P003,PROMO02,96,1861.92
2025-01-05,S003,P003,PROMO00,52,1140.88
2025-01-05,S004,P003,PROMO02,67,1299.46
2025-01-05,S005,P003,PROMO00,49,1075.06
2025-01-05,S001,P004,PROMO00,157,3614.14
2025-01-05,S002,P004,PROMO02,166,3378.05
2025-01-05,S003,P004,PROMO00,82,1887.64
2025-01-05,S004,P004,PROMO00,83,1910.66
2025-01-05,S005,P004,PROMO00,64,1473.28
2025-01-05,S001,P005,PROMO02,170,3689.37
2025-01-05,S002,P005,PROMO02,169,3667.67
2025-01-05,S003,P005,PROMO00,82,2013.1
2025-01-05,S004,P005,PROMO00,82,2013.1
2025-01-05,S005,P005,PROMO00,80,1964.0
2025-01-05,S001,P006,PROMO02,266,3101.55
2025-01-05,S002,P006,PROMO02,300,3497.99
2025-01-05,S003,P006,PROMO00,136,1793.84
2025-01-05,S004,P006,PROMO00,137,1807.03
2025-01-05,S005,P006,PROMO02,148,1725.67
2025-01-05,S001,P007,PROMO02,216,4750.69
2025-01-05,S002,P007,PROMO00,162,4030.56
2025-01-05,S003,P007,PROMO00,102,2537.76
2025-01-05,S004,P007,PROMO00,84,2089.92
2025-01-05,S005,P007,PROMO00,79,1965.52
2025-01-05,S001,P008,PROMO02,189,2432.63
2025-01-05,S002,P008,PROMO02,143,1840.56
2025-01-05,S003,P008,PROMO00,72,1048.32
2025-01-05,S004,P008,PROMO00,67,975.52
2025-01-05,S005,P008,PROMO00,61,888.16
2025-01-05,S001,P009,PROMO00,77,1944.25
2025-01-05,S002,P009,PROMO00,71,1792.75
2025-01-05,S003,P009,PROMO00,44,1111.0
2025-01-05,S004,P009,PROMO00,37,934.25
2025-01-05,S005,P009,PROMO00,35,883.75
2025-01-05,S001,P010,PROMO00,78,2744.82
2025-01-05,S002,P010,PROMO02,103,3204.12
2025-01-05,S003,P010,PROMO02,50,1555.4
2025-01-05,S004,P010,PROMO00,44,1548.36
2025-01-05,S005,P010,PROMO02,46,1430.97
2025-01-05,S001,P011,PROMO02,65,3394.74
2025-01-05,S002,P011,PROMO00,45,2658.6
2025-01-05,S003,P011,PROMO02,35,1827.94
2025-01-05,S004,P011,PROMO00,25,1477.0
2025-01-05,S005,P011,PROMO00,30,1772.4
2025-01-05,S001,P012,PROMO00,27,1671.84
2025-01-05,S002,P012,PROMO00,27,1671.84
2025-01-05,S003,P012,PROMO02,18,985.27
2025-01-05,S004,P012,PROMO02,17,930.53
2025-01-05,S005,P012,PROMO00,14,866.88
2025-01-05,S001,P013,PROMO00,34,3066.8
2025-01-05,S002,P013,PROMO00,30,2706.0
2025-01-05,S003,P013,PROMO00,25,2255.0
2025-01-05,S004,P013,PROMO02,22,1754.21
2025-01-05,S005,P013,PROMO00,18,1623.6
2025-01-05,S001,P014,PROMO00,112,3385.76
2025-01-05,S002,P014,PROMO02,111,2966.29
2025-01-05,S003,P014,PROMO02,52,1389.61
2025-01-05,S004,P014,PROMO00,56,1692.88
2025-01-05,S005,P014,PROMO00,58,1753.34
2025-01-05,S001,P015,PROMO02,71,1305.49
2025-01-05,S002,P015,PROMO00,84,1747.2
2025-01-05,S003,P015,PROMO00,42,873.6
2025-01-05,S004,P015,PROMO02,50,919.36
2025-01-05,S005,P015,PROMO00,36,748.8
2025-01-06,S001,P001,PROMO00,100,1749.0
2025-01-06,S002,P001,PROMO00,92,1609.08
2025-01-06,S003,P001,PROMO02,55,850.36
2025-01-06,S004,P001,PROMO02,51,788.52
2025-01-06,S005,P001,PROMO02,42,649.37
2025-01-06,S001,P002,PROMO00,201,4952.64
2025-01-06,S002,P002,PROMO02,168,3659.34
2025-01-06,S003,P002,PROMO02,118,2570.25
2025-01-06,S004,P002,PROMO00,98,2414.72
2025-01-06,S005,P002,PROMO00,102,2513.28
2025-01-06,S001,P003,PROMO00,116,2545.04
2025-01-06,S002,P003,PROMO00,127,2786.38
2025-01-06,S003,P003,PROMO00,68,1491.92
2025-01-06,S004,P003,PROMO00,54,1184.76
2025-01-06,S005,P003,PROMO02,54,1047.33
2025-01-06,S001,P004,PROMO02,177,3601.89
2025-01-06,S002,P004,PROMO00,168,3867.36
2025-01-06,S003,P004,PROMO00,90,2071.8
2025-01-06,S004,P004,PROMO00,92,2117.84
2025-01-06,S005,P004,PROMO00,85,1956.7
2025-01-06,S001,P005,PROMO02,111,2408.94
2025-01-06,S002,P005,PROMO00,104,2553.2
2025-01-06,S003,P005,PROMO02,57,1237.03
2025-01-06,S004,P005,PROMO02,75,1627.66
2025-01-06,S005,P005,PROMO02,49,1063.41
2025-01-06,S001,P006,PROMO02,214,2495.23
2025-01-06,S002,P006,PROMO00,179,2361.01
2025-01-06,S003,P006,PROMO00,105,1384.95
2025-01-06,S004,P006,PROMO00,105,1384.95
2025-01-06,S005,P006,PROMO00,79,1042.01
2025-01-06,S001,P007,PROMO00,109,2711.92
2025-01-06,S002,P007,PROMO00,103,2562.64
2025-01-06,S003,P007,PROMO00,65,1617.2
2025-01-06,S004,P007,PROMO00,50,1244.0
2025-01-06,S005,P007,PROMO00,57,1418.16
2025-01-06,S001,P008,PROMO02,89,1145.52
2025-01-06,S002,P008,PROMO00,92,1339.52
2025-01-06,S003,P008,PROMO00,52,757.12
2025-01-06,S004,P008,PROMO00,56,815.36
2025-01-06,S005,P008,PROMO02,49,630.68
2025-01-06,S001,P009,PROMO00,56,1414.0
2025-01-06,S002,P009,PROMO02,83,1852.64
2025-01-06,S003,P009,PROMO02,40,892.84
2025-01-06,S004,P009,PROMO02,36,803.56
2025-01-06,S005,P009,PROMO00,30,757.5
2025-01-06,S001,P010,PROMO00,79,2780.01
2025-01-06,S002,P010,PROMO02,78,2426.42
2025-01-06,S003,P010,PROMO00,34,1196.46
2025-01-06,S004,P010,PROMO02,46,1430.97
2025-01-06,S005,P010,PROMO00,36,1266.84
2025-01-06,S001,P011,PROMO00,45,2658.6
2025-01-06,S002,P011,PROMO00,46,2717.68
2025-01-06,S003,P011,PROMO00,24,1417.92
2025-01-06,S004,P011,PROMO00,21,1240.68
2025-01-06,S005,P011,PROMO02,24,1253.44
2025-01-06,S001,P012,PROMO00,27,1671.84
2025-01-06,S002,P012,PROMO02,29,1587.38
2025-01-06,S003,P012,PROMO02,13,711.58
2025-01-06,S004,P012,PROMO00,13,804.96
2025-01-06,S005,P012,PROMO00,12,743.04
2025-01-06,S001,P013,PROMO02,41,3269.21
2025-01-06,S002,P013,PROMO02,35,2790.79
2025-01-06,S003,P013,PROMO00,15,1353.0
2025-01-06,S004,P013,PROMO02,17,1355.53
2025-01-06,S005,P013,PROMO02,20,1594.74
2025-01-06,S001,P014,PROMO02,115,3073.18
2025-01-06,S002,P014,PROMO00,87,2630.01
2025-01-06,S003,P014,PROMO02,45,1202.55
2025-01-06,S004,P014,PROMO02,52,1389.61
2025-01-06,S005,P014,PROMO00,53,1602.19
2025-01-06,S001,P015,PROMO00,60,1248.0
2025-01-06,S002,P015,PROMO00,63,1310.4
2025-01-06,S003,P015,PROMO00,34,707.2
2025-01-06,S004,P015,PROMO02,34,625.16
2025-01-06,S005,P015,PROMO00,29,603.2
2025-01-07,S001,P001,PROMO02,103,1592.5
2025-01-07,S002,P001,PROMO00,71,1241.79
2025-01-07,S003,P001,PROMO02,45,695.75
2025-01-07,S004,P001,PROMO02,41,633.91
2025-01-07,S005,P001,PROMO02,54,834.9
2025-01-07,S001,P002,PROMO02,199,4334.57
2025-01-07,S002,P002,PROMO00,177,4361.28
2025-01-07,S003,P002,PROMO00,86,2119.04
2025-01-07,S004,P002,PROMO00,82,2020.48
2025-01-07,S005,P002,PROMO00,94,2316.16
2025-01-07,S001,P003,PROMO00,92,2018.48
2025-01-07,S002,P003,PROMO00,83,1821.02
2025-01-07,S003,P003,PROMO02,53,1027.93
2025-01-07,S004,P003,PROMO00,48,1053.12
2025-01-07,S005,P003,PROMO00,59,1294.46
2025-01-07,S001,P004,PROMO00,166,3821.32
2025-01-07,S002,P004,PROMO00,135,3107.7
2025-01-07,S003,P004,PROMO02,101,2055.32
2025-01-07,S004,P004,PROMO00,76,1749.52
2025-01-07,S005,P004,PROMO02,105,2136.72
2025-01-07,S001,P005,PROMO00,89,2184.95
2025-01-07,S002,P005,PROMO00,81,1988.55
2025-01-07,S003,P005,PROMO00,54,1325.7
2025-01-07,S004,P005,PROMO02,48,1041.71
2025-01-07,S005,P005,PROMO00,36,883.8
2025-01-07,S001,P006,PROMO00,153,2018.07
2025-01-07,S002,P006,PROMO02,156,1818.95
2025-01-07,S003,P006,PROMO02,74,862.84
2025-01-07,S004,P006,PROMO02,80,932.8
2025-01-07,S005,P006,PROMO00,75,989.25
2025-01-07,S001,P007,PROMO00,116,2886.08
2025-01-07,S002,P007,PROMO02,115,2529.3
2025-01-07,S003,P007,PROMO00,48,1194.24
2025-01-07,S004,P007,PROMO02,60,1319.64
2025-01-07,S005,P007,PROMO02,57,1253.65
2025-01-07,S001,P008,PROMO00,104,1514.24
2025-01-07,S002,P008,PROMO00,73,1062.88
2025-01-07,S003,P008,PROMO02,52,669.29
2025-01-07,S004,P008,PROMO00,35,509.6
2025-01-07,S005,P008,PROMO02,42,540.58
2025-01-07,S001,P009,PROMO02,80,1785.68
2025-01-07,S002,P009,PROMO00,59,1489.75
2025-01-07,S003,P009,PROMO00,29,732.25
2025-01-07,S004,P009,PROMO02,41,915.16
2025-01-07,S005,P009,PROMO00,27,681.75
2025-01-07,S001,P010,PROMO00,53,1865.07
2025-01-07,S002,P010,PROMO02,74,2301.99
2025-01-07,S003,P010,PROMO02,36,1119.89
2025-01-07,S004,P010,PROMO00,34,1196.46
2025-01-07,S005,P010,PROMO00,32,1126.08
2025-01-07,S001,P011,PROMO00,47,2776.76
2025-01-07,S002,P011,PROMO00,35,2067.8
2025-01-07,S003,P011,PROMO00,25,1477.0
2025-01-07,S004,P011,PROMO02,23,1201.21
2025-01-07,S005,P011,PROMO00,21,1240.68
2025-01-07,S001,P012,PROMO00,19,1176.48
2025-01-07,S002,P012,PROMO02,26,1423.17
2025-01-07,S003,P012,PROMO02,13,711.58
2025-01-07,S004,P012,PROMO00,12,743.04
2025-01-07,S005,P012,PROMO00,10,619.2
2025-01-07,S001,P013,PROMO02,34,2711.05
2025-01-07,S002,P013,PROMO00,30,2706.0
2025-01-07,S003,P013,PROMO02,16,1275.79
2025-01-07,S004,P013,PROMO02,20,1594.74
2025-01-07,S005,P013,PROMO00,13,1172.6
2025-01-07,S001,P014,PROMO00,92,2781.16
2025-01-07,S002,P014,PROMO02,83,2218.04
2025-01-07,S003,P014,PROMO02,51,1362.89
2025-01-07,S004,P014,PROMO02,47,1256.0
2025-01-07,S005,P014,PROMO02,50,1336.17
2025-01-07,S001,P015,PROMO02,68,1250.33
2025-01-07,S002,P015,PROMO00,64,1331.2
2025-01-07,S003,P015,PROMO02,35,643.55
2025-01-07,S004,P015,PROMO02,35,643.55
2025-01-07,S005,P015,PROMO02,33,606.78
2025-01-08,S001,P001,PROMO02,96,1484.27
2025-01-08,S002,P001,PROMO00,93,1626.57
2025-01-08,S003,P001,PROMO00,38,664.62
2025-01-08,S004,P001,PROMO00,47,822.03
2025-01-08,S005,P001,PROMO02,53,819.44
2025-01-08,S001,P002,PROMO00,161,3967.04
2025-01-08,S002,P002,PROMO02,181,3942.5
2025-01-08,S003,P002,PROMO00,87,2143.68
2025-01-08,S004,P002,PROMO00,110,2710.4
2025-01-08,S005,P002,PROMO00,85,2094.4
2025-01-08,S001,P003,PROMO02,125,2424.37
2025-01-08,S002,P003,PROMO02,121,2346.79
2025-01-08,S003,P003,PROMO02,69,1338.25
2025-01-08,S004,P003,PROMO00,60,1316.4
2025-01-08,S005,P003,PROMO00,50,1097.0
2025-01-08,S001,P004,PROMO00,181,4166.62
